CY,MY,FCET_type,Population.NoLoss,Population.Survived,Fleet,Hub,Age,Survival
2026,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Rancho Cordova MHRA,FedEx Ship Center Rancho Cordova MHRA,1,0.99
2027,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Rancho Cordova MHRA,FedEx Ship Center Rancho Cordova MHRA,2,0.98
2028,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Rancho Cordova MHRA,FedEx Ship Center Rancho Cordova MHRA,3,0.97
2029,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Rancho Cordova MHRA,FedEx Ship Center Rancho Cordova MHRA,4,0.96
2030,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Rancho Cordova MHRA,FedEx Ship Center Rancho Cordova MHRA,5,0.95
2025,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Redding RDDA,FedEx Ship Center Redding RDDA,0,1
2026,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Redding RDDA,FedEx Ship Center Redding RDDA,1,0.99
2027,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Redding RDDA,FedEx Ship Center Redding RDDA,2,0.98
2028,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Redding RDDA,FedEx Ship Center Redding RDDA,3,0.97
2029,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Redding RDDA,FedEx Ship Center Redding RDDA,4,0.96
2030,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Redding RDDA,FedEx Ship Center Redding RDDA,5,0.95
2025,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Ridgecrest IYKA,FedEx Ship Center Ridgecrest IYKA,0,1
2026,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Ridgecrest IYKA,FedEx Ship Center Ridgecrest IYKA,1,0.99
2027,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Ridgecrest IYKA,FedEx Ship Center Ridgecrest IYKA,2,0.98
2028,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Ridgecrest IYKA,FedEx Ship Center Ridgecrest IYKA,3,0.97
2029,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Ridgecrest IYKA,FedEx Ship Center Ridgecrest IYKA,4,0.96
2030,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Ridgecrest IYKA,FedEx Ship Center Ridgecrest IYKA,5,0.95
2025,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Rocklin AUNA,FedEx Ship Center Rocklin AUNA,0,1
2026,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Rocklin AUNA,FedEx Ship Center Rocklin AUNA,1,0.99
2027,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Rocklin AUNA,FedEx Ship Center Rocklin AUNA,2,0.98
2028,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Rocklin AUNA,FedEx Ship Center Rocklin AUNA,3,0.97
2029,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Rocklin AUNA,FedEx Ship Center Rocklin AUNA,4,0.96
2030,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Rocklin AUNA,FedEx Ship Center Rocklin AUNA,5,0.95
2025,2025,MD Package Delivery,3,3,Delivery Fleet at FedEx Ship Center Sacramento SMFA,FedEx Ship Center Sacramento SMFA,0,1
2026,2025,MD Package Delivery,3,3,Delivery Fleet at FedEx Ship Center Sacramento SMFA,FedEx Ship Center Sacramento SMFA,1,0.99
2027,2025,MD Package Delivery,3,3,Delivery Fleet at FedEx Ship Center Sacramento SMFA,FedEx Ship Center Sacramento SMFA,2,0.98
2028,2025,MD Package Delivery,3,3,Delivery Fleet at FedEx Ship Center Sacramento SMFA,FedEx Ship Center Sacramento SMFA,3,0.97
2029,2025,MD Package Delivery,3,3,Delivery Fleet at FedEx Ship Center Sacramento SMFA,FedEx Ship Center Sacramento SMFA,4,0.96
2030,2025,MD Package Delivery,3,3,Delivery Fleet at FedEx Ship Center Sacramento SMFA,FedEx Ship Center Sacramento SMFA,5,0.95
2025,2025,MD Package Delivery,3,3,Delivery Fleet at FedEx Ship Center Sacramento SMFE,FedEx Ship Center Sacramento SMFE,0,1
2026,2025,MD Package Delivery,3,3,Delivery Fleet at FedEx Ship Center Sacramento SMFE,FedEx Ship Center Sacramento SMFE,1,0.99
2027,2025,MD Package Delivery,3,3,Delivery Fleet at FedEx Ship Center Sacramento SMFE,FedEx Ship Center Sacramento SMFE,2,0.98
2028,2025,MD Package Delivery,3,3,Delivery Fleet at FedEx Ship Center Sacramento SMFE,FedEx Ship Center Sacramento SMFE,3,0.97
2029,2025,MD Package Delivery,3,3,Delivery Fleet at FedEx Ship Center Sacramento SMFE,FedEx Ship Center Sacramento SMFE,4,0.96
2030,2025,MD Package Delivery,3,3,Delivery Fleet at FedEx Ship Center Sacramento SMFE,FedEx Ship Center Sacramento SMFE,5,0.95
2025,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center San Diego JBKA,FedEx Ship Center San Diego JBKA,0,1
2026,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center San Diego JBKA,FedEx Ship Center San Diego JBKA,1,0.99
2027,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center San Diego JBKA,FedEx Ship Center San Diego JBKA,2,0.98
2028,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center San Diego JBKA,FedEx Ship Center San Diego JBKA,3,0.97
2029,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center San Diego JBKA,FedEx Ship Center San Diego JBKA,4,0.96
2030,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center San Diego JBKA,FedEx Ship Center San Diego JBKA,5,0.95
2025,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center San Diego MYFA,FedEx Ship Center San Diego MYFA,0,1
2026,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center San Diego MYFA,FedEx Ship Center San Diego MYFA,1,0.99
2027,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center San Diego MYFA,FedEx Ship Center San Diego MYFA,2,0.98
2028,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center San Diego MYFA,FedEx Ship Center San Diego MYFA,3,0.97
2029,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center San Diego MYFA,FedEx Ship Center San Diego MYFA,4,0.96
2030,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center San Diego MYFA,FedEx Ship Center San Diego MYFA,5,0.95
2025,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center San Diego SANA,FedEx Ship Center San Diego SANA,0,1
2026,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center San Diego SANA,FedEx Ship Center San Diego SANA,1,0.99
2027,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center San Diego SANA,FedEx Ship Center San Diego SANA,2,0.98
2028,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center San Diego SANA,FedEx Ship Center San Diego SANA,3,0.97
2029,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center San Diego SANA,FedEx Ship Center San Diego SANA,4,0.96
2030,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center San Diego SANA,FedEx Ship Center San Diego SANA,5,0.95
2025,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center San Diego SDMA,FedEx Ship Center San Diego SDMA,0,1
2026,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center San Diego SDMA,FedEx Ship Center San Diego SDMA,1,0.99
2027,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center San Diego SDMA,FedEx Ship Center San Diego SDMA,2,0.98
2028,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center San Diego SDMA,FedEx Ship Center San Diego SDMA,3,0.97
2029,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center San Diego SDMA,FedEx Ship Center San Diego SDMA,4,0.96
2030,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center San Diego SDMA,FedEx Ship Center San Diego SDMA,5,0.95
2025,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center San Francisco PCCE,FedEx Ship Center San Francisco PCCE,0,1
2026,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center San Francisco PCCE,FedEx Ship Center San Francisco PCCE,1,0.99
2027,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center San Francisco PCCE,FedEx Ship Center San Francisco PCCE,2,0.98
2028,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center San Francisco PCCE,FedEx Ship Center San Francisco PCCE,3,0.97
2029,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center San Francisco PCCE,FedEx Ship Center San Francisco PCCE,4,0.96
2030,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center San Francisco PCCE,FedEx Ship Center San Francisco PCCE,5,0.95
2025,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center San Francisco SFOA,FedEx Ship Center San Francisco SFOA,0,1
2026,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center San Francisco SFOA,FedEx Ship Center San Francisco SFOA,1,0.99
2027,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center San Francisco SFOA,FedEx Ship Center San Francisco SFOA,2,0.98
2028,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center San Francisco SFOA,FedEx Ship Center San Francisco SFOA,3,0.97
2029,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center San Francisco SFOA,FedEx Ship Center San Francisco SFOA,4,0.96
2030,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center San Francisco SFOA,FedEx Ship Center San Francisco SFOA,5,0.95
2025,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center San Jose RHVA,FedEx Ship Center San Jose RHVA,0,1
2026,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center San Jose RHVA,FedEx Ship Center San Jose RHVA,1,0.99
2027,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center San Jose RHVA,FedEx Ship Center San Jose RHVA,2,0.98
2028,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center San Jose RHVA,FedEx Ship Center San Jose RHVA,3,0.97
2029,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center San Jose RHVA,FedEx Ship Center San Jose RHVA,4,0.96
2030,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center San Jose RHVA,FedEx Ship Center San Jose RHVA,5,0.95
2025,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center San Luis Obispo SBPA,FedEx Ship Center San Luis Obispo SBPA,0,1
2026,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center San Luis Obispo SBPA,FedEx Ship Center San Luis Obispo SBPA,1,0.99
2027,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center San Luis Obispo SBPA,FedEx Ship Center San Luis Obispo SBPA,2,0.98
2028,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center San Luis Obispo SBPA,FedEx Ship Center San Luis Obispo SBPA,3,0.97
2029,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center San Luis Obispo SBPA,FedEx Ship Center San Luis Obispo SBPA,4,0.96
2030,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center San Luis Obispo SBPA,FedEx Ship Center San Luis Obispo SBPA,5,0.95
2025,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center San Rafael SRFA,FedEx Ship Center San Rafael SRFA,0,1
2026,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center San Rafael SRFA,FedEx Ship Center San Rafael SRFA,1,0.99
2027,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center San Rafael SRFA,FedEx Ship Center San Rafael SRFA,2,0.98
2028,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center San Rafael SRFA,FedEx Ship Center San Rafael SRFA,3,0.97
2029,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center San Rafael SRFA,FedEx Ship Center San Rafael SRFA,4,0.96
2030,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center San Rafael SRFA,FedEx Ship Center San Rafael SRFA,5,0.95
2025,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Santa Fe Springs JDYA,FedEx Ship Center Santa Fe Springs JDYA,0,1
2026,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Santa Fe Springs JDYA,FedEx Ship Center Santa Fe Springs JDYA,1,0.99
2027,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Santa Fe Springs JDYA,FedEx Ship Center Santa Fe Springs JDYA,2,0.98
2028,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Santa Fe Springs JDYA,FedEx Ship Center Santa Fe Springs JDYA,3,0.97
2029,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Santa Fe Springs JDYA,FedEx Ship Center Santa Fe Springs JDYA,4,0.96
2030,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Santa Fe Springs JDYA,FedEx Ship Center Santa Fe Springs JDYA,5,0.95
2025,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Santa Maria SMXA,FedEx Ship Center Santa Maria SMXA,0,1
2026,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Santa Maria SMXA,FedEx Ship Center Santa Maria SMXA,1,0.99
2027,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Santa Maria SMXA,FedEx Ship Center Santa Maria SMXA,2,0.98
2028,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Santa Maria SMXA,FedEx Ship Center Santa Maria SMXA,3,0.97
2029,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Santa Maria SMXA,FedEx Ship Center Santa Maria SMXA,4,0.96
2030,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Santa Maria SMXA,FedEx Ship Center Santa Maria SMXA,5,0.95
2025,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Signal Hill LGBA,FedEx Ship Center Signal Hill LGBA,0,1
2026,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Signal Hill LGBA,FedEx Ship Center Signal Hill LGBA,1,0.99
2027,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Signal Hill LGBA,FedEx Ship Center Signal Hill LGBA,2,0.98
2028,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Signal Hill LGBA,FedEx Ship Center Signal Hill LGBA,3,0.97
2029,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Signal Hill LGBA,FedEx Ship Center Signal Hill LGBA,4,0.96
2030,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Signal Hill LGBA,FedEx Ship Center Signal Hill LGBA,5,0.95
2025,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Soquel SRUA,FedEx Ship Center Soquel SRUA,0,1
2026,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Soquel SRUA,FedEx Ship Center Soquel SRUA,1,0.99
2027,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Soquel SRUA,FedEx Ship Center Soquel SRUA,2,0.98
2028,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Soquel SRUA,FedEx Ship Center Soquel SRUA,3,0.97
2029,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Soquel SRUA,FedEx Ship Center Soquel SRUA,4,0.96
2030,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Soquel SRUA,FedEx Ship Center Soquel SRUA,5,0.95
2025,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center South San Francisco SQLA,FedEx Ship Center South San Francisco SQLA,0,1
2026,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center South San Francisco SQLA,FedEx Ship Center South San Francisco SQLA,1,0.99
2027,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center South San Francisco SQLA,FedEx Ship Center South San Francisco SQLA,2,0.98
2028,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center South San Francisco SQLA,FedEx Ship Center South San Francisco SQLA,3,0.97
2029,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center South San Francisco SQLA,FedEx Ship Center South San Francisco SQLA,4,0.96
2030,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center South San Francisco SQLA,FedEx Ship Center South San Francisco SQLA,5,0.95
2025,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Stockton SCKA,FedEx Ship Center Stockton SCKA,0,1
2026,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Stockton SCKA,FedEx Ship Center Stockton SCKA,1,0.99
2027,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Stockton SCKA,FedEx Ship Center Stockton SCKA,2,0.98
2028,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Stockton SCKA,FedEx Ship Center Stockton SCKA,3,0.97
2029,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Stockton SCKA,FedEx Ship Center Stockton SCKA,4,0.96
2030,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Stockton SCKA,FedEx Ship Center Stockton SCKA,5,0.95
2025,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Sun Valley BURA,FedEx Ship Center Sun Valley BURA,0,1
2026,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Sun Valley BURA,FedEx Ship Center Sun Valley BURA,1,0.99
2027,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Sun Valley BURA,FedEx Ship Center Sun Valley BURA,2,0.98
2028,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Sun Valley BURA,FedEx Ship Center Sun Valley BURA,3,0.97
2029,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Sun Valley BURA,FedEx Ship Center Sun Valley BURA,4,0.96
2030,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Sun Valley BURA,FedEx Ship Center Sun Valley BURA,5,0.95
2025,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Sunnyvale COAA,FedEx Ship Center Sunnyvale COAA,0,1
2026,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Sunnyvale COAA,FedEx Ship Center Sunnyvale COAA,1,0.99
2027,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Sunnyvale COAA,FedEx Ship Center Sunnyvale COAA,2,0.98
2028,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Sunnyvale COAA,FedEx Ship Center Sunnyvale COAA,3,0.97
2029,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Sunnyvale COAA,FedEx Ship Center Sunnyvale COAA,4,0.96
2030,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Sunnyvale COAA,FedEx Ship Center Sunnyvale COAA,5,0.95
2025,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Temecula HMTA,FedEx Ship Center Temecula HMTA,0,1
2026,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Temecula HMTA,FedEx Ship Center Temecula HMTA,1,0.99
2027,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Temecula HMTA,FedEx Ship Center Temecula HMTA,2,0.98
2028,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Temecula HMTA,FedEx Ship Center Temecula HMTA,3,0.97
2029,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Temecula HMTA,FedEx Ship Center Temecula HMTA,4,0.96
2030,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Temecula HMTA,FedEx Ship Center Temecula HMTA,5,0.95
2025,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Ukiah UKIA,FedEx Ship Center Ukiah UKIA,0,1
2026,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Ukiah UKIA,FedEx Ship Center Ukiah UKIA,1,0.99
2027,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Ukiah UKIA,FedEx Ship Center Ukiah UKIA,2,0.98
2028,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Ukiah UKIA,FedEx Ship Center Ukiah UKIA,3,0.97
2029,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Ukiah UKIA,FedEx Ship Center Ukiah UKIA,4,0.96
2030,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Ukiah UKIA,FedEx Ship Center Ukiah UKIA,5,0.95
2025,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Victorville DAGA,FedEx Ship Center Victorville DAGA,0,1
2026,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Victorville DAGA,FedEx Ship Center Victorville DAGA,1,0.99
2027,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Victorville DAGA,FedEx Ship Center Victorville DAGA,2,0.98
2028,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Victorville DAGA,FedEx Ship Center Victorville DAGA,3,0.97
2029,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Victorville DAGA,FedEx Ship Center Victorville DAGA,4,0.96
2030,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Victorville DAGA,FedEx Ship Center Victorville DAGA,5,0.95
2025,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Visalia VISA,FedEx Ship Center Visalia VISA,0,1
2026,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Visalia VISA,FedEx Ship Center Visalia VISA,1,0.99
2027,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Visalia VISA,FedEx Ship Center Visalia VISA,2,0.98
2028,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Visalia VISA,FedEx Ship Center Visalia VISA,3,0.97
2029,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Visalia VISA,FedEx Ship Center Visalia VISA,4,0.96
2030,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Visalia VISA,FedEx Ship Center Visalia VISA,5,0.95
2025,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Yuba City MYVA,FedEx Ship Center Yuba City MYVA,0,1
2026,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Yuba City MYVA,FedEx Ship Center Yuba City MYVA,1,0.99
2027,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Yuba City MYVA,FedEx Ship Center Yuba City MYVA,2,0.98
