CY,MY,FCET_type,Population.NoLoss,Population.Survived,Fleet,Hub,Age,Survival
2029,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Canoga Park JSNA,FedEx Ship Center Canoga Park JSNA,4,0.96
2030,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Canoga Park JSNA,FedEx Ship Center Canoga Park JSNA,5,0.95
2025,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Carlsbad CLDA,FedEx Ship Center Carlsbad CLDA,0,1
2026,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Carlsbad CLDA,FedEx Ship Center Carlsbad CLDA,1,0.99
2027,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Carlsbad CLDA,FedEx Ship Center Carlsbad CLDA,2,0.98
2028,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Carlsbad CLDA,FedEx Ship Center Carlsbad CLDA,3,0.97
2029,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Carlsbad CLDA,FedEx Ship Center Carlsbad CLDA,4,0.96
2030,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Carlsbad CLDA,FedEx Ship Center Carlsbad CLDA,5,0.95
2025,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Chico CICA,FedEx Ship Center Chico CICA,0,1
2026,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Chico CICA,FedEx Ship Center Chico CICA,1,0.99
2027,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Chico CICA,FedEx Ship Center Chico CICA,2,0.98
2028,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Chico CICA,FedEx Ship Center Chico CICA,3,0.97
2029,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Chico CICA,FedEx Ship Center Chico CICA,4,0.96
2030,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Chico CICA,FedEx Ship Center Chico CICA,5,0.95
2025,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Clovis FATA,FedEx Ship Center Clovis FATA,0,1
2026,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Clovis FATA,FedEx Ship Center Clovis FATA,1,0.99
2027,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Clovis FATA,FedEx Ship Center Clovis FATA,2,0.98
2028,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Clovis FATA,FedEx Ship Center Clovis FATA,3,0.97
2029,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Clovis FATA,FedEx Ship Center Clovis FATA,4,0.96
2030,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Clovis FATA,FedEx Ship Center Clovis FATA,5,0.95
2025,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Costa Mesa APVA,FedEx Ship Center Costa Mesa APVA,0,1
2026,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Costa Mesa APVA,FedEx Ship Center Costa Mesa APVA,1,0.99
2027,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Costa Mesa APVA,FedEx Ship Center Costa Mesa APVA,2,0.98
2028,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Costa Mesa APVA,FedEx Ship Center Costa Mesa APVA,3,0.97
2029,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Costa Mesa APVA,FedEx Ship Center Costa Mesa APVA,4,0.96
2030,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Costa Mesa APVA,FedEx Ship Center Costa Mesa APVA,5,0.95
2025,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Culver City CCDA,FedEx Ship Center Culver City CCDA,0,1
2026,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Culver City CCDA,FedEx Ship Center Culver City CCDA,1,0.99
2027,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Culver City CCDA,FedEx Ship Center Culver City CCDA,2,0.98
2028,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Culver City CCDA,FedEx Ship Center Culver City CCDA,3,0.97
2029,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Culver City CCDA,FedEx Ship Center Culver City CCDA,4,0.96
2030,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Culver City CCDA,FedEx Ship Center Culver City CCDA,5,0.95
2025,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Emeryville JEMA,FedEx Ship Center Emeryville JEMA,0,1
2026,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Emeryville JEMA,FedEx Ship Center Emeryville JEMA,1,0.99
2027,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Emeryville JEMA,FedEx Ship Center Emeryville JEMA,2,0.98
2028,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Emeryville JEMA,FedEx Ship Center Emeryville JEMA,3,0.97
2029,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Emeryville JEMA,FedEx Ship Center Emeryville JEMA,4,0.96
2030,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Emeryville JEMA,FedEx Ship Center Emeryville JEMA,5,0.95
2025,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Eureka EKAA,FedEx Ship Center Eureka EKAA,0,1
2026,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Eureka EKAA,FedEx Ship Center Eureka EKAA,1,0.99
2027,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Eureka EKAA,FedEx Ship Center Eureka EKAA,2,0.98
2028,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Eureka EKAA,FedEx Ship Center Eureka EKAA,3,0.97
2029,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Eureka EKAA,FedEx Ship Center Eureka EKAA,4,0.96
2030,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Eureka EKAA,FedEx Ship Center Eureka EKAA,5,0.95
2025,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Fullerton FULA,FedEx Ship Center Fullerton FULA,0,1
2026,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Fullerton FULA,FedEx Ship Center Fullerton FULA,1,0.99
2027,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Fullerton FULA,FedEx Ship Center Fullerton FULA,2,0.98
2028,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Fullerton FULA,FedEx Ship Center Fullerton FULA,3,0.97
2029,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Fullerton FULA,FedEx Ship Center Fullerton FULA,4,0.96
2030,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Fullerton FULA,FedEx Ship Center Fullerton FULA,5,0.95
2025,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Gardena TOAA,FedEx Ship Center Gardena TOAA,0,1
2026,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Gardena TOAA,FedEx Ship Center Gardena TOAA,1,0.99
2027,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Gardena TOAA,FedEx Ship Center Gardena TOAA,2,0.98
2028,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Gardena TOAA,FedEx Ship Center Gardena TOAA,3,0.97
2029,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Gardena TOAA,FedEx Ship Center Gardena TOAA,4,0.96
2030,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Gardena TOAA,FedEx Ship Center Gardena TOAA,5,0.95
2025,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Goleta SBAA,FedEx Ship Center Goleta SBAA,0,1
2026,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Goleta SBAA,FedEx Ship Center Goleta SBAA,1,0.99
2027,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Goleta SBAA,FedEx Ship Center Goleta SBAA,2,0.98
2028,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Goleta SBAA,FedEx Ship Center Goleta SBAA,3,0.97
2029,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Goleta SBAA,FedEx Ship Center Goleta SBAA,4,0.96
2030,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Goleta SBAA,FedEx Ship Center Goleta SBAA,5,0.95
2025,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Grass Valley OVEA,FedEx Ship Center Grass Valley OVEA,0,1
2026,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Grass Valley OVEA,FedEx Ship Center Grass Valley OVEA,1,0.99
2027,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Grass Valley OVEA,FedEx Ship Center Grass Valley OVEA,2,0.98
2028,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Grass Valley OVEA,FedEx Ship Center Grass Valley OVEA,3,0.97
2029,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Grass Valley OVEA,FedEx Ship Center Grass Valley OVEA,4,0.96
2030,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Grass Valley OVEA,FedEx Ship Center Grass Valley OVEA,5,0.95
2025,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Hawthorne HHRA,FedEx Ship Center Hawthorne HHRA,0,1
2026,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Hawthorne HHRA,FedEx Ship Center Hawthorne HHRA,1,0.99
2027,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Hawthorne HHRA,FedEx Ship Center Hawthorne HHRA,2,0.98
2028,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Hawthorne HHRA,FedEx Ship Center Hawthorne HHRA,3,0.97
2029,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Hawthorne HHRA,FedEx Ship Center Hawthorne HHRA,4,0.96
2030,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Hawthorne HHRA,FedEx Ship Center Hawthorne HHRA,5,0.95
2025,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Imperial IPLA,FedEx Ship Center Imperial IPLA,0,1
2026,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Imperial IPLA,FedEx Ship Center Imperial IPLA,1,0.99
2027,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Imperial IPLA,FedEx Ship Center Imperial IPLA,2,0.98
2028,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Imperial IPLA,FedEx Ship Center Imperial IPLA,3,0.97
2029,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Imperial IPLA,FedEx Ship Center Imperial IPLA,4,0.96
2030,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Imperial IPLA,FedEx Ship Center Imperial IPLA,5,0.95
2025,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center City Of Industry POCA,FedEx Ship Center City Of Industry POCA,0,1
2026,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center City Of Industry POCA,FedEx Ship Center City Of Industry POCA,1,0.99
2027,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center City Of Industry POCA,FedEx Ship Center City Of Industry POCA,2,0.98
2028,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center City Of Industry POCA,FedEx Ship Center City Of Industry POCA,3,0.97
2029,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center City Of Industry POCA,FedEx Ship Center City Of Industry POCA,4,0.96
2030,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center City Of Industry POCA,FedEx Ship Center City Of Industry POCA,5,0.95
2025,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Irvine NZJA,FedEx Ship Center Irvine NZJA,0,1
2026,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Irvine NZJA,FedEx Ship Center Irvine NZJA,1,0.99
2027,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Irvine NZJA,FedEx Ship Center Irvine NZJA,2,0.98
2028,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Irvine NZJA,FedEx Ship Center Irvine NZJA,3,0.97
2029,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Irvine NZJA,FedEx Ship Center Irvine NZJA,4,0.96
2030,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Irvine NZJA,FedEx Ship Center Irvine NZJA,5,0.95
2025,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Lancaster WJFA,FedEx Ship Center Lancaster WJFA,0,1
2026,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Lancaster WJFA,FedEx Ship Center Lancaster WJFA,1,0.99
2027,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Lancaster WJFA,FedEx Ship Center Lancaster WJFA,2,0.98
2028,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Lancaster WJFA,FedEx Ship Center Lancaster WJFA,3,0.97
2029,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Lancaster WJFA,FedEx Ship Center Lancaster WJFA,4,0.96
2030,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Lancaster WJFA,FedEx Ship Center Lancaster WJFA,5,0.95
2025,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Los Angeles VXCE,FedEx Ship Center Los Angeles VXCE,0,1
2026,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Los Angeles VXCE,FedEx Ship Center Los Angeles VXCE,1,0.99
2027,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Los Angeles VXCE,FedEx Ship Center Los Angeles VXCE,2,0.98
2028,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Los Angeles VXCE,FedEx Ship Center Los Angeles VXCE,3,0.97
2029,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Los Angeles VXCE,FedEx Ship Center Los Angeles VXCE,4,0.96
2030,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Los Angeles VXCE,FedEx Ship Center Los Angeles VXCE,5,0.95
2025,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Los Angeles EMTA,FedEx Ship Center Los Angeles EMTA,0,1
2026,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Los Angeles EMTA,FedEx Ship Center Los Angeles EMTA,1,0.99
2027,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Los Angeles EMTA,FedEx Ship Center Los Angeles EMTA,2,0.98
2028,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Los Angeles EMTA,FedEx Ship Center Los Angeles EMTA,3,0.97
2029,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Los Angeles EMTA,FedEx Ship Center Los Angeles EMTA,4,0.96
2030,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Los Angeles EMTA,FedEx Ship Center Los Angeles EMTA,5,0.95
2025,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Los Angeles JGXA,FedEx Ship Center Los Angeles JGXA,0,1
2026,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Los Angeles JGXA,FedEx Ship Center Los Angeles JGXA,1,0.99
2027,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Los Angeles JGXA,FedEx Ship Center Los Angeles JGXA,2,0.98
2028,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Los Angeles JGXA,FedEx Ship Center Los Angeles JGXA,3,0.97
2029,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Los Angeles JGXA,FedEx Ship Center Los Angeles JGXA,4,0.96
2030,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Los Angeles JGXA,FedEx Ship Center Los Angeles JGXA,5,0.95
2025,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Marina Del Rey SMOA,FedEx Ship Center Marina Del Rey SMOA,0,1
2026,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Marina Del Rey SMOA,FedEx Ship Center Marina Del Rey SMOA,1,0.99
2027,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Marina Del Rey SMOA,FedEx Ship Center Marina Del Rey SMOA,2,0.98
2028,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Marina Del Rey SMOA,FedEx Ship Center Marina Del Rey SMOA,3,0.97
2029,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Marina Del Rey SMOA,FedEx Ship Center Marina Del Rey SMOA,4,0.96
2030,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Marina Del Rey SMOA,FedEx Ship Center Marina Del Rey SMOA,5,0.95
2025,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Menlo Park PAOA,FedEx Ship Center Menlo Park PAOA,0,1
2026,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Menlo Park PAOA,FedEx Ship Center Menlo Park PAOA,1,0.99
2027,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Menlo Park PAOA,FedEx Ship Center Menlo Park PAOA,2,0.98
2028,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Menlo Park PAOA,FedEx Ship Center Menlo Park PAOA,3,0.97
2029,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Menlo Park PAOA,FedEx Ship Center Menlo Park PAOA,4,0.96
2030,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Menlo Park PAOA,FedEx Ship Center Menlo Park PAOA,5,0.95
2025,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Merced MCEA,FedEx Ship Center Merced MCEA,0,1
2026,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Merced MCEA,FedEx Ship Center Merced MCEA,1,0.99
2027,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Merced MCEA,FedEx Ship Center Merced MCEA,2,0.98
2028,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Merced MCEA,FedEx Ship Center Merced MCEA,3,0.97
2029,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Merced MCEA,FedEx Ship Center Merced MCEA,4,0.96
2030,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Merced MCEA,FedEx Ship Center Merced MCEA,5,0.95
2025,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Modesto MODA,FedEx Ship Center Modesto MODA,0,1
2026,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Modesto MODA,FedEx Ship Center Modesto MODA,1,0.99
2027,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Modesto MODA,FedEx Ship Center Modesto MODA,2,0.98
2028,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Modesto MODA,FedEx Ship Center Modesto MODA,3,0.97
2029,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Modesto MODA,FedEx Ship Center Modesto MODA,4,0.96
2030,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Modesto MODA,FedEx Ship Center Modesto MODA,5,0.95
2025,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Monterey MRYA,FedEx Ship Center Monterey MRYA,0,1
2026,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Monterey MRYA,FedEx Ship Center Monterey MRYA,1,0.99
2027,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Monterey MRYA,FedEx Ship Center Monterey MRYA,2,0.98
2028,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Monterey MRYA,FedEx Ship Center Monterey MRYA,3,0.97
2029,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Monterey MRYA,FedEx Ship Center Monterey MRYA,4,0.96
2030,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Monterey MRYA,FedEx Ship Center Monterey MRYA,5,0.95
2025,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center North Hills VNYA,FedEx Ship Center North Hills VNYA,0,1
2026,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center North Hills VNYA,FedEx Ship Center North Hills VNYA,1,0.99
2027,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center North Hills VNYA,FedEx Ship Center North Hills VNYA,2,0.98
2028,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center North Hills VNYA,FedEx Ship Center North Hills VNYA,3,0.97
2029,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center North Hills VNYA,FedEx Ship Center North Hills VNYA,4,0.96
2030,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center North Hills VNYA,FedEx Ship Center North Hills VNYA,5,0.95
2025,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Oakland JBSA,FedEx Ship Center Oakland JBSA,0,1
2026,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Oakland JBSA,FedEx Ship Center Oakland JBSA,1,0.99
2027,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Oakland JBSA,FedEx Ship Center Oakland JBSA,2,0.98
2028,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Oakland JBSA,FedEx Ship Center Oakland JBSA,3,0.97
2029,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Oakland JBSA,FedEx Ship Center Oakland JBSA,4,0.96
2030,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Oakland JBSA,FedEx Ship Center Oakland JBSA,5,0.95
2025,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Ontario ONTA,FedEx Ship Center Ontario ONTA,0,1
2026,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Ontario ONTA,FedEx Ship Center Ontario ONTA,1,0.99
2027,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Ontario ONTA,FedEx Ship Center Ontario ONTA,2,0.98
2028,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Ontario ONTA,FedEx Ship Center Ontario ONTA,3,0.97
2029,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Ontario ONTA,FedEx Ship Center Ontario ONTA,4,0.96
2030,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Ontario ONTA,FedEx Ship Center Ontario ONTA,5,0.95
2025,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Oxnard OXRA,FedEx Ship Center Oxnard OXRA,0,1
2026,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Oxnard OXRA,FedEx Ship Center Oxnard OXRA,1,0.99
2027,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Oxnard OXRA,FedEx Ship Center Oxnard OXRA,2,0.98
2028,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Oxnard OXRA,FedEx Ship Center Oxnard OXRA,3,0.97
2029,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Oxnard OXRA,FedEx Ship Center Oxnard OXRA,4,0.96
2030,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Oxnard OXRA,FedEx Ship Center Oxnard OXRA,5,0.95
2025,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Pacheco CCRA,FedEx Ship Center Pacheco CCRA,0,1
2026,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Pacheco CCRA,FedEx Ship Center Pacheco CCRA,1,0.99
2027,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Pacheco CCRA,FedEx Ship Center Pacheco CCRA,2,0.98
2028,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Pacheco CCRA,FedEx Ship Center Pacheco CCRA,3,0.97
2029,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Pacheco CCRA,FedEx Ship Center Pacheco CCRA,4,0.96
2030,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Pacheco CCRA,FedEx Ship Center Pacheco CCRA,5,0.95
2025,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Palm Springs PSPA,FedEx Ship Center Palm Springs PSPA,0,1
2026,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Palm Springs PSPA,FedEx Ship Center Palm Springs PSPA,1,0.99
2027,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Palm Springs PSPA,FedEx Ship Center Palm Springs PSPA,2,0.98
2028,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Palm Springs PSPA,FedEx Ship Center Palm Springs PSPA,3,0.97
2029,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Palm Springs PSPA,FedEx Ship Center Palm Springs PSPA,4,0.96
2030,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Palm Springs PSPA,FedEx Ship Center Palm Springs PSPA,5,0.95
2025,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Petaluma NOTA,FedEx Ship Center Petaluma NOTA,0,1
2026,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Petaluma NOTA,FedEx Ship Center Petaluma NOTA,1,0.99
2027,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Petaluma NOTA,FedEx Ship Center Petaluma NOTA,2,0.98
2028,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Petaluma NOTA,FedEx Ship Center Petaluma NOTA,3,0.97
2029,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Petaluma NOTA,FedEx Ship Center Petaluma NOTA,4,0.96
2030,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Petaluma NOTA,FedEx Ship Center Petaluma NOTA,5,0.95
2025,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Pleasanton LVKA,FedEx Ship Center Pleasanton LVKA,0,1
2026,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Pleasanton LVKA,FedEx Ship Center Pleasanton LVKA,1,0.99
2027,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Pleasanton LVKA,FedEx Ship Center Pleasanton LVKA,2,0.98
2028,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Pleasanton LVKA,FedEx Ship Center Pleasanton LVKA,3,0.97
2029,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Pleasanton LVKA,FedEx Ship Center Pleasanton LVKA,4,0.96
2030,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Pleasanton LVKA,FedEx Ship Center Pleasanton LVKA,5,0.95
2025,2025,MD Package Delivery,7,7,Delivery Fleet at FedEx Ship Center Rancho Cordova MHRA,FedEx Ship Center Rancho Cordova MHRA,0,1
